rank,message
negative,"@addyx21 My mom is out of town so I can't do anything, but I will do that. "
negative,My car wouldn't start + rage= damaged foot 
negative,@dannyrodri Well the pictures were very very scary  Broke my heart! We just get snow here ... I will take that anytime
negative,sorry no funnies today tweeps..   still loves me??
negative,i think that i dont know what im doing... 
negative, hopefully tomorrow will be a better day
negative,@oregano42 i don't have tart tins  strawberry pie it is!
negative,@aidalusion lame!  how bout this: http://bit.ly/mKKjT
negative,@Artifis I FKN miss youuuuuuuuuu  16 days 
negative,"@tommcfly Hi, You can only answer yes or no, but.. you arrived at the show in a black van? please answer me "
negative,The ceiling is weird thoughhhh. Look at Woof Woof. He's sexy. And is tired of Dalt Dalt acting like a republican on him 
negative,@redod How exciting for her! I was telling @hramos on Monday about my participation in a math competition in highschool. That's about it 
negative,my fiance is trying to krazy glue the toilet base back together... 
negative,goodbye to the tonite show...... 
negative,I should have gone...lol.  I just got a picture of what they're dressed like.  Ugh I hate my knee...
negative,@OGBERRY tryin to sleep..cant sleep for anythin!!! someone help me 
negative,@ddlovato  heheheh.. i wanna know!!.. &lt;3&lt;3&lt;3&lt;3&lt;3 love uu demiii!!
negative,"@cocoabrownchic everytime I can't go home, they have an awesome line-up of artists. EVERYTIME! "
negative,REX misses his new friend Raven   http://apps.facebook.com/dogbook/profile/view/6440587
negative,I go to sleep! Tomorrow I will have a long day! 
negative,"@GreerPowers Sorry I missed you girls tonight   went WAY long @ the mortgage office, and even longer with my realtor. . . ill spill soon!"
negative,@antdeshawn ... be nice 
negative,"Just got finished with 4 songs for v2, Brandy has new shit out, and my BF is the pits. Technology Blue "
negative,The dance show was ok. Ugh i still haven't eaten yet. so hungry.. Doing homework that's due tomorrow. 
negative,Soo sad tomorrows the last day of classes!! I'm gonna miss everyone so much!! 
negative,@emmyrossum Miso has gluten in it because of the soy sauce they put in it. Soy sauce has wheat. I had to find that out the hard way 
negative,"@robertnyman yes, and I moved away from HP because of that; driver/software often buggy and failing at PC startup too "
negative,Not being able to sleep now is not going to bode will in the morning when I have to get up 
negative,Looking through SJSU Career Center site for a summer job. There's NO NUTHIN' going on there 
negative,"Okaay, quickly trying to convert wild child for my boring lessons today, not sure if he'll make it "
negative,I miss my boyfriend. And I hate essay writing 
negative,@rebeccaaa year? I got our summer assignment yesterday  So long!
negative,"Ughhh, the mosquito bite on my side is huge and hard "
negative,Me no likey new TwittedFon update... 
negative,@whyinthehell can't take motrin.   but i appreciate it!
negative,@DecoDelight oh....now ya ruined it 
negative,@Deziree_Divine idk mama all girls fo it. Something to hide 
negative,Pooooooo no morrissey on the 30th he has a poorly throat. 
negative,"@narchos it was way to expensive  I love them, but 100Euros for a ticket... no way."
negative,"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go. "
negative,@jackgraycnn Hi...!!! Who is Mary Poppins??? 
negative, my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
negative,God I just want to sleep. 
negative,guess im staying home tonight...no movie-ing for me 
negative,"plan may changes , nooooooo "
negative,@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !  
negative,i miss oklahomaaaaa  listening to citizen cope til i pass out.
negative,"@ddlovato Since obviously living in Alaska, only a few radio stations we get here. "
negative,@ lyrically_Me   Why would you do that to me?! 
negative,feeling extremally ill 
negative,@KevinDavis1914  .... It was just alriiightt
negative,Looking at old pictures... I love it &amp; miss the good ol days 
negative,S'acaba la setmana del rap vintage  amb la millor: MC Hammer - U can't touch this http://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu
negative,@BrookeAmanda that sucks  what bout kate
negative,"awwww, writing my resume's too difficult XD how do i tell them i've taken 10 different jobs and quit them within the span of two months? "
negative,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it worthed that much money..  hate that hairdresser~~;("
negative,"@yarivs Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall "
negative,not happy with my 5:45 wake up call this morning  ... she's going to be grumpy later!
negative,my party is wiped out they be all dead and stuff 
negative,wondering where all the money i earnt this financial year has gone... i can account for like 3 grand but wheres the rest 
negative,"@stalyn Yeh I suppose, but its not the same you know? To me Henry isn't really a gunner any more "
negative,3) I really want to see &quot;Up&quot; 
negative,@alexandramusic morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here  xx
negative,@beakpie yes. Yes you will. 
negative,is sick in the doctors waiting room 
negative,Wide awake. Wishing I wasn't. Damn nightshift routines. Got turned down for the job in Nashville  oh well ...
negative,I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup. 
negative,"@papermelody although these are a BIT tighter (smaaaaller) than my last pair, they were baggy as hell, now I get front wedgies "
negative,@ontrich Yes I do 
negative,I feel so useless 
negative,is going back home  love ya Zagrebe &lt;3
negative,Oh no  I wanted to go to sea but today the sun is not here!  SIGH!
negative,Feeling sick the now 
negative,"Woe, it's definitely NO fun to travel first class with a bike. You have to fight your way through 7 coaches 'til you reach your seat "
negative,My poor andrew just had 2 of his wisdom teeth removed.  i wish he'll get better fast.
negative,will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy
negative,"sigh, still SEOs are submitting their client sites with part or no contact information on, I really don't know how to make them read "
negative,@simfin part 2: social networking??.. there is even room for people 
negative,I wish i could sleep past four a.m. on my nights off  good morning!
negative,@Dublins98Dave @doneganland has tickets.......? 
negative,Is sick today 
negative,has a headache already?  boo
negative,@Tiffany_in_VA I'm not getting your updates to my phone  I'm trying to figure it out but it makes me sad!
negative,@RennaSuicide Alright...you missed one crazy party last night 
negative,Ughh none of my apps are working !  phone why do you hate me !
negative,Gonna go get my teeth taken out. 
negative,None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.
negative,My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal 
negative,last day working for Tend 
negative,real stressed 
negative,It's 11:05 and I'm already on my lunch break 
negative,@Eyglo That's beautiful! Thanks for sharing... My grandpa was recently diagnosed with Alzheimers too....  
negative,Noo! I Don't wanna leave! i love it here 
negative,The reason why I can't find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice. 
negative,has got grass all over him 
negative,I know that just sounded really stupid.  having 2 jobs sucks. I don't like feeling like this. I feel bitter and angry. What am I? 70??
negative,How could they kill him? Hollyoaks made me sad. 
negative,"@charlej47's going to Disney World, lucky bitch. "
negative,@JoSH_SHeP  nope   i really want to play it aswell
negative,I woke up this morning thinking it is Saturday 
negative,@Katt53 no news on the kid. They can't find the parent! 
negative,"My poor wife.  I'm laid up for another 6 hours on doctors orders, then can't do much and she is dealing with screaming baby "
negative,and so to London in a car that's about 500 degrees with no air con!   
negative,Sorry I'm not using tweetdeck it's not letting me tweet today 
negative,Going home... with sore #eyes 
negative,"Dreaming of bacon waffles, with fresh butter and maple syrup and brewed coffee... "
negative,@MishDance i miss your dance friends too. 
negative,bad hair day 
negative,@tgtommy the link sent me to a tax relief web page 
negative,Is there ever going to be another production of The Last 5 Years in NY????????? I still haven't seen it 
negative,Dang i didnt even remember it was my bday today 
negative,My baby gets her shuts today 
negative,the food in the oven is still frozen. seems I have to advance the clock from flashing 12:00 to make the oven work 
